user_id,game_name,payment_month,total_revenue,total_revenue_previous,status,age,has_older_device_model,language
D0sawvsyqnyUMXNy+aXo7Q==,game 3,2022-12-01,48.18,0.0,back,19,False,uk
D9Bdgp+w/syZMU61LudzFQ==,game 3,2022-03-01,0.0,0.0,deactive,19,False,uk
D9Bdgp+w/syZMU61LudzFQ==,game 3,2022-04-01,0.0,0.0,deactive,19,False,uk
D9Bdgp+w/syZMU61LudzFQ==,game 3,2022-05-01,0.0,0.0,deactive,19,False,uk
D9Bdgp+w/syZMU61LudzFQ==,game 3,2022-06-01,0.0,0.0,deactive,19,False,uk
D9Bdgp+w/syZMU61LudzFQ==,game 3,2022-07-01,0.0,0.0,deactive,19,False,uk
D9Bdgp+w/syZMU61LudzFQ==,game 3,2022-08-01,16.41,0.0,new,19,False,uk
D9Bdgp+w/syZMU61LudzFQ==,game 3,2022-09-01,21.06,16.41,active,19,False,uk
D9Bdgp+w/syZMU61LudzFQ==,game 3,2022-10-01,0.0,21.06,churn,19,False,uk
D9Bdgp+w/syZMU61LudzFQ==,game 3,2022-11-01,0.0,0.0,deactive,19,False,uk
D9Bdgp+w/syZMU61LudzFQ==,game 3,2022-12-01,0.0,0.0,deactive,19,False,uk
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-03-01,0.0,0.0,deactive,15,False,uk
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-04-01,0.0,0.0,deactive,15,False,uk
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-05-01,0.0,0.0,deactive,15,False,uk
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-06-01,53.55,0.0,new,15,False,uk
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-07-01,53.309999999999995,53.55,active,15,False,uk
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-08-01,48.209999999999994,53.309999999999995,active,15,False,uk
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-09-01,54.150000000000006,48.209999999999994,active,15,False,uk
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-10-01,70.62,54.150000000000006,active,15,False,uk
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-11-01,0.0,70.62,churn,15,False,uk
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-12-01,0.0,0.0,deactive,15,False,uk
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-03-01,0.0,0.0,deactive,21,False,uk
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-04-01,60.57000000000001,0.0,new,21,False,uk
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-05-01,31.2,60.57000000000001,active,21,False,uk
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-06-01,32.37,31.2,active,21,False,uk
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-07-01,100.83,32.37,active,21,False,uk
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-08-01,46.71,100.83,active,21,False,uk
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-09-01,64.08,46.71,active,21,False,uk
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-10-01,0.0,64.08,churn,21,False,uk
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-11-01,0.0,0.0,deactive,21,False,uk
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-12-01,0.0,0.0,deactive,21,False,uk
DcYWdg5xq9/5Yd7SaaVhZw==,game 3,2022-03-01,0.0,0.0,deactive,32,False,uk
DcYWdg5xq9/5Yd7SaaVhZw==,game 3,2022-04-01,0.0,0.0,deactive,32,False,uk
DcYWdg5xq9/5Yd7SaaVhZw==,game 3,2022-05-01,0.0,0.0,deactive,32,False,uk
DcYWdg5xq9/5Yd7SaaVhZw==,game 3,2022-06-01,0.0,0.0,deactive,32,False,uk
DcYWdg5xq9/5Yd7SaaVhZw==,game 3,2022-07-01,0.0,0.0,deactive,32,False,uk
DcYWdg5xq9/5Yd7SaaVhZw==,game 3,2022-08-01,29.490000000000002,0.0,new,32,False,uk
DcYWdg5xq9/5Yd7SaaVhZw==,game 3,2022-09-01,13.14,29.490000000000002,active,32,False,uk
DcYWdg5xq9/5Yd7SaaVhZw==,game 3,2022-10-01,0.0,13.14,churn,32,False,uk
DcYWdg5xq9/5Yd7SaaVhZw==,game 3,2022-11-01,19.83,0.0,back,32,False,uk
DcYWdg5xq9/5Yd7SaaVhZw==,game 3,2022-12-01,0.0,19.83,churn,32,False,uk
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-03-01,0.0,0.0,deactive,23,False,ru
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-04-01,50.160000000000004,0.0,new,23,False,ru
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-05-01,37.62,50.160000000000004,active,23,False,ru
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-06-01,13.89,37.62,active,23,False,ru
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-07-01,0.0,13.89,churn,23,False,ru
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-08-01,58.92,0.0,back,23,False,ru
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-09-01,85.05,58.92,active,23,False,ru
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-10-01,0.0,85.05,churn,23,False,ru
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-11-01,0.0,0.0,deactive,23,False,ru
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-12-01,12.12,0.0,back,23,False,ru
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-03-01,0.0,0.0,deactive,23,False,uk
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-04-01,83.19,0.0,new,23,False,uk
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-05-01,72.15,83.19,active,23,False,uk
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-06-01,86.49,72.15,active,23,False,uk
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-07-01,120.51,86.49,active,23,False,uk
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-08-01,0.0,120.51,churn,23,False,uk
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-09-01,0.0,0.0,deactive,23,False,uk
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-10-01,0.0,0.0,deactive,23,False,uk
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-11-01,0.0,0.0,deactive,23,False,uk
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-12-01,0.0,0.0,deactive,23,False,uk
EPRgsEIjWdzmRbzsHZ48zg==,game 3,2022-03-01,0.0,0.0,deactive,25,False,uk
EPRgsEIjWdzmRbzsHZ48zg==,game 3,2022-04-01,0.0,0.0,deactive,25,False,uk
EPRgsEIjWdzmRbzsHZ48zg==,game 3,2022-05-01,0.0,0.0,deactive,25,False,uk
EPRgsEIjWdzmRbzsHZ48zg==,game 3,2022-06-01,0.0,0.0,deactive,25,False,uk
EPRgsEIjWdzmRbzsHZ48zg==,game 3,2022-07-01,0.0,0.0,deactive,25,False,uk
EPRgsEIjWdzmRbzsHZ48zg==,game 3,2022-08-01,0.0,0.0,deactive,25,False,uk
EPRgsEIjWdzmRbzsHZ48zg==,game 3,2022-09-01,62.160000000000004,0.0,new,25,False,uk
EPRgsEIjWdzmRbzsHZ48zg==,game 3,2022-10-01,130.77,62.160000000000004,active,25,False,uk
EPRgsEIjWdzmRbzsHZ48zg==,game 3,2022-11-01,43.11,130.77,active,25,False,uk
EPRgsEIjWdzmRbzsHZ48zg==,game 3,2022-12-01,30.54,43.11,active,25,False,uk
Ej00UDBb0OBlQliAnSIp+g==,game 3,2022-03-01,0.0,0.0,deactive,15,False,uk
Ej00UDBb0OBlQliAnSIp+g==,game 3,2022-04-01,0.0,0.0,deactive,15,False,uk
Ej00UDBb0OBlQliAnSIp+g==,game 3,2022-05-01,0.0,0.0,deactive,15,False,uk
Ej00UDBb0OBlQliAnSIp+g==,game 3,2022-06-01,0.0,0.0,deactive,15,False,uk
Ej00UDBb0OBlQliAnSIp+g==,game 3,2022-07-01,0.0,0.0,deactive,15,False,uk
Ej00UDBb0OBlQliAnSIp+g==,game 3,2022-08-01,0.0,0.0,deactive,15,False,uk
Ej00UDBb0OBlQliAnSIp+g==,game 3,2022-09-01,42.54,0.0,new,15,False,uk
Ej00UDBb0OBlQliAnSIp+g==,game 3,2022-10-01,0.0,42.54,churn,15,False,uk
Ej00UDBb0OBlQliAnSIp+g==,game 3,2022-11-01,0.0,0.0,deactive,15,False,uk
Ej00UDBb0OBlQliAnSIp+g==,game 3,2022-12-01,0.0,0.0,deactive,15,False,uk
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-03-01,0.0,0.0,deactive,20,True,ru
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-04-01,0.0,0.0,deactive,20,True,ru
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-05-01,0.0,0.0,deactive,20,True,ru
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-06-01,0.0,0.0,deactive,20,True,ru
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-07-01,33.24,0.0,new,20,True,ru
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-08-01,37.230000000000004,33.24,active,20,True,ru
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-09-01,79.08,37.230000000000004,active,20,True,ru
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-10-01,136.86,79.08,active,20,True,ru
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-11-01,58.95,136.86,active,20,True,ru
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-12-01,47.13,58.95,active,20,True,ru
F7cC4XEymgoRKeijWu63+w==,game 3,2022-03-01,0.0,0.0,deactive,16,False,uk
F7cC4XEymgoRKeijWu63+w==,game 3,2022-04-01,0.0,0.0,deactive,16,False,uk
F7cC4XEymgoRKeijWu63+w==,game 3,2022-05-01,0.0,0.0,deactive,16,False,uk
F7cC4XEymgoRKeijWu63+w==,game 3,2022-06-01,0.0,0.0,deactive,16,False,uk
F7cC4XEymgoRKeijWu63+w==,game 3,2022-07-01,0.0,0.0,deactive,16,False,uk
F7cC4XEymgoRKeijWu63+w==,game 3,2022-08-01,0.0,0.0,deactive,16,False,uk
F7cC4XEymgoRKeijWu63+w==,game 3,2022-09-01,0.0,0.0,deactive,16,False,uk
F7cC4XEymgoRKeijWu63+w==,game 3,2022-10-01,0.0,0.0,deactive,16,False,uk
F7cC4XEymgoRKeijWu63+w==,game 3,2022-11-01,0.0,0.0,deactive,16,False,uk
F7cC4XEymgoRKeijWu63+w==,game 3,2022-12-01,24.33,0.0,new,16,False,uk
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,2022-03-01,0.0,0.0,deactive,18,False,ru
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,2022-04-01,48.45,0.0,new,18,False,ru
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,2022-05-01,0.0,48.45,churn,18,False,ru
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,2022-06-01,89.07,0.0,back,18,False,ru
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,2022-07-01,31.59,89.07,active,18,False,ru
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,2022-08-01,30.39,31.59,active,18,False,ru
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,2022-09-01,0.0,30.39,churn,18,False,ru
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,2022-10-01,0.0,0.0,deactive,18,False,ru
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,2022-11-01,22.14,0.0,back,18,False,ru
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,2022-12-01,0.0,22.14,churn,18,False,ru
FLqAK4qKiMkvlLBgGwbBnQ==,game 3,2022-03-01,0.0,0.0,deactive,31,False,ru
FLqAK4qKiMkvlLBgGwbBnQ==,game 3,2022-04-01,0.0,0.0,deactive,31,False,ru
FLqAK4qKiMkvlLBgGwbBnQ==,game 3,2022-05-01,24.36,0.0,new,31,False,ru
FLqAK4qKiMkvlLBgGwbBnQ==,game 3,2022-06-01,0.0,24.36,churn,31,False,ru
FLqAK4qKiMkvlLBgGwbBnQ==,game 3,2022-07-01,0.0,0.0,deactive,31,False,ru
FLqAK4qKiMkvlLBgGwbBnQ==,game 3,2022-08-01,53.28,0.0,back,31,False,ru
FLqAK4qKiMkvlLBgGwbBnQ==,game 3,2022-09-01,44.7,53.28,active,31,False,ru
FLqAK4qKiMkvlLBgGwbBnQ==,game 3,2022-10-01,16.05,44.7,active,31,False,ru
FLqAK4qKiMkvlLBgGwbBnQ==,game 3,2022-11-01,0.0,16.05,churn,31,False,ru
FLqAK4qKiMkvlLBgGwbBnQ==,game 3,2022-12-01,0.0,0.0,deactive,31,False,ru
FbbhrtuL39vfmatF2ObVfA==,game 3,2022-03-01,0.0,0.0,deactive,16,False,uk
FbbhrtuL39vfmatF2ObVfA==,game 3,2022-04-01,0.0,0.0,deactive,16,False,uk
FbbhrtuL39vfmatF2ObVfA==,game 3,2022-05-01,0.0,0.0,deactive,16,False,uk
FbbhrtuL39vfmatF2ObVfA==,game 3,2022-06-01,0.0,0.0,deactive,16,False,uk
FbbhrtuL39vfmatF2ObVfA==,game 3,2022-07-01,0.0,0.0,deactive,16,False,uk
FbbhrtuL39vfmatF2ObVfA==,game 3,2022-08-01,0.0,0.0,deactive,16,False,uk
FbbhrtuL39vfmatF2ObVfA==,game 3,2022-09-01,42.6,0.0,new,16,False,uk
FbbhrtuL39vfmatF2ObVfA==,game 3,2022-10-01,114.09,42.6,active,16,False,uk
FbbhrtuL39vfmatF2ObVfA==,game 3,2022-11-01,112.86,114.09,active,16,False,uk
FbbhrtuL39vfmatF2ObVfA==,game 3,2022-12-01,14.67,112.86,active,16,False,uk
FfphIhReAA2romBynjqxqw==,game 3,2022-03-01,0.0,0.0,deactive,19,False,uk
FfphIhReAA2romBynjqxqw==,game 3,2022-04-01,0.0,0.0,deactive,19,False,uk
FfphIhReAA2romBynjqxqw==,game 3,2022-05-01,0.0,0.0,deactive,19,False,uk
FfphIhReAA2romBynjqxqw==,game 3,2022-06-01,0.0,0.0,deactive,19,False,uk
FfphIhReAA2romBynjqxqw==,game 3,2022-07-01,0.0,0.0,deactive,19,False,uk
FfphIhReAA2romBynjqxqw==,game 3,2022-08-01,0.0,0.0,deactive,19,False,uk
FfphIhReAA2romBynjqxqw==,game 3,2022-09-01,70.8,0.0,new,19,False,uk
FfphIhReAA2romBynjqxqw==,game 3,2022-10-01,0.0,70.8,churn,19,False,uk
FfphIhReAA2romBynjqxqw==,game 3,2022-11-01,0.0,0.0,deactive,19,False,uk
FfphIhReAA2romBynjqxqw==,game 3,2022-12-01,0.0,0.0,deactive,19,False,uk
FgwYf9VO+gnaxZ7EXY0CkQ==,game 3,2022-03-01,0.0,0.0,deactive,39,False,uk
FgwYf9VO+gnaxZ7EXY0CkQ==,game 3,2022-04-01,0.0,0.0,deactive,39,False,uk
FgwYf9VO+gnaxZ7EXY0CkQ==,game 3,2022-05-01,0.0,0.0,deactive,39,False,uk
FgwYf9VO+gnaxZ7EXY0CkQ==,game 3,2022-06-01,0.0,0.0,deactive,39,False,uk
FgwYf9VO+gnaxZ7EXY0CkQ==,game 3,2022-07-01,0.0,0.0,deactive,39,False,uk
FgwYf9VO+gnaxZ7EXY0CkQ==,game 3,2022-08-01,0.0,0.0,deactive,39,False,uk
FgwYf9VO+gnaxZ7EXY0CkQ==,game 3,2022-09-01,14.88,0.0,new,39,False,uk
FgwYf9VO+gnaxZ7EXY0CkQ==,game 3,2022-10-01,0.0,14.88,churn,39,False,uk
FgwYf9VO+gnaxZ7EXY0CkQ==,game 3,2022-11-01,13.29,0.0,back,39,False,uk
FgwYf9VO+gnaxZ7EXY0CkQ==,game 3,2022-12-01,0.0,13.29,churn,39,False,uk
FnaqKQlPHm2pH1+S+K+Gfg==,game 3,2022-03-01,0.0,0.0,deactive,19,False,uk
FnaqKQlPHm2pH1+S+K+Gfg==,game 3,2022-04-01,0.0,0.0,deactive,19,False,uk
FnaqKQlPHm2pH1+S+K+Gfg==,game 3,2022-05-01,0.0,0.0,deactive,19,False,uk
FnaqKQlPHm2pH1+S+K+Gfg==,game 3,2022-06-01,0.0,0.0,deactive,19,False,uk
FnaqKQlPHm2pH1+S+K+Gfg==,game 3,2022-07-01,0.0,0.0,deactive,19,False,uk
FnaqKQlPHm2pH1+S+K+Gfg==,game 3,2022-08-01,0.0,0.0,deactive,19,False,uk
FnaqKQlPHm2pH1+S+K+Gfg==,game 3,2022-09-01,0.0,0.0,deactive,19,False,uk
FnaqKQlPHm2pH1+S+K+Gfg==,game 3,2022-10-01,15.48,0.0,new,19,False,uk
FnaqKQlPHm2pH1+S+K+Gfg==,game 3,2022-11-01,37.2,15.48,active,19,False,uk
FnaqKQlPHm2pH1+S+K+Gfg==,game 3,2022-12-01,23.85,37.2,active,19,False,uk
Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,2022-03-01,0.0,0.0,deactive,21,False,uk
Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,2022-04-01,26.28,0.0,new,21,False,uk
Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,2022-05-01,20.73,26.28,active,21,False,uk
Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,2022-06-01,0.0,20.73,churn,21,False,uk
Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,2022-07-01,36.660000000000004,0.0,back,21,False,uk
Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,2022-08-01,0.0,36.660000000000004,churn,21,False,uk
Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,2022-09-01,29.34,0.0,back,21,False,uk
Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,2022-10-01,33.69,29.34,active,21,False,uk
Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,2022-11-01,25.47,33.69,active,21,False,uk
Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,2022-12-01,26.16,25.47,active,21,False,uk
Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,2022-03-01,12.54,0.0,new,35,False,ru
Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,2022-04-01,0.0,12.54,churn,35,False,ru
Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,2022-05-01,31.56,0.0,back,35,False,ru
Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,2022-06-01,0.0,31.56,churn,35,False,ru
Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,2022-07-01,0.0,0.0,deactive,35,False,ru
Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,2022-08-01,0.0,0.0,deactive,35,False,ru
Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,2022-09-01,0.0,0.0,deactive,35,False,ru
Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,2022-10-01,0.0,0.0,deactive,35,False,ru
Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,2022-11-01,0.0,0.0,deactive,35,False,ru
Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,2022-12-01,0.0,0.0,deactive,35,False,ru
G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,2022-03-01,0.0,0.0,deactive,25,True,uk
G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,2022-04-01,0.0,0.0,deactive,25,True,uk
G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,2022-05-01,0.0,0.0,deactive,25,True,uk
G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,2022-06-01,0.0,0.0,deactive,25,True,uk
G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,2022-07-01,0.0,0.0,deactive,25,True,uk
G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,2022-08-01,0.0,0.0,deactive,25,True,uk
G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,2022-09-01,18.12,0.0,new,25,True,uk
G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,2022-10-01,23.1,18.12,active,25,True,uk
G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,2022-11-01,21.66,23.1,active,25,True,uk
G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,2022-12-01,54.0,21.66,active,25,True,uk
G073LR6lQoatStpZMzNVOQ==,game 3,2022-03-01,0.0,0.0,deactive,25,False,uk
G073LR6lQoatStpZMzNVOQ==,game 3,2022-04-01,0.0,0.0,deactive,25,False,uk
G073LR6lQoatStpZMzNVOQ==,game 3,2022-05-01,0.0,0.0,deactive,25,False,uk
G073LR6lQoatStpZMzNVOQ==,game 3,2022-06-01,0.0,0.0,deactive,25,False,uk
G073LR6lQoatStpZMzNVOQ==,game 3,2022-07-01,0.0,0.0,deactive,25,False,uk
G073LR6lQoatStpZMzNVOQ==,game 3,2022-08-01,0.0,0.0,deactive,25,False,uk
G073LR6lQoatStpZMzNVOQ==,game 3,2022-09-01,35.099999999999994,0.0,new,25,False,uk
G073LR6lQoatStpZMzNVOQ==,game 3,2022-10-01,16.65,35.099999999999994,active,25,False,uk
G073LR6lQoatStpZMzNVOQ==,game 3,2022-11-01,94.32,16.65,active,25,False,uk
G073LR6lQoatStpZMzNVOQ==,game 3,2022-12-01,89.7,94.32,active,25,False,uk
G9053rs6jbKItKUhrUdLew==,game 3,2022-03-01,0.0,0.0,deactive,27,False,uk
G9053rs6jbKItKUhrUdLew==,game 3,2022-04-01,0.0,0.0,deactive,27,False,uk
G9053rs6jbKItKUhrUdLew==,game 3,2022-05-01,0.0,0.0,deactive,27,False,uk
G9053rs6jbKItKUhrUdLew==,game 3,2022-06-01,0.0,0.0,deactive,27,False,uk
G9053rs6jbKItKUhrUdLew==,game 3,2022-07-01,47.01,0.0,new,27,False,uk
G9053rs6jbKItKUhrUdLew==,game 3,2022-08-01,41.94,47.01,active,27,False,uk
G9053rs6jbKItKUhrUdLew==,game 3,2022-09-01,64.94999999999999,41.94,active,27,False,uk
G9053rs6jbKItKUhrUdLew==,game 3,2022-10-01,0.0,64.94999999999999,churn,27,False,uk
G9053rs6jbKItKUhrUdLew==,game 3,2022-11-01,103.92,0.0,back,27,False,uk
G9053rs6jbKItKUhrUdLew==,game 3,2022-12-01,17.22,103.92,active,27,False,uk
GEAVJz1gd3SThbDZR01fcA==,game 3,2022-03-01,0.0,0.0,deactive,14,False,uk
GEAVJz1gd3SThbDZR01fcA==,game 3,2022-04-01,87.36,0.0,new,14,False,uk
GEAVJz1gd3SThbDZR01fcA==,game 3,2022-05-01,48.3,87.36,active,14,False,uk
GEAVJz1gd3SThbDZR01fcA==,game 3,2022-06-01,36.06,48.3,active,14,False,uk
GEAVJz1gd3SThbDZR01fcA==,game 3,2022-07-01,75.36,36.06,active,14,False,uk
GEAVJz1gd3SThbDZR01fcA==,game 3,2022-08-01,0.0,75.36,churn,14,False,uk
GEAVJz1gd3SThbDZR01fcA==,game 3,2022-09-01,60.059999999999995,0.0,back,14,False,uk
GEAVJz1gd3SThbDZR01fcA==,game 3,2022-10-01,26.22,60.059999999999995,active,14,False,uk
GEAVJz1gd3SThbDZR01fcA==,game 3,2022-11-01,0.0,26.22,churn,14,False,uk
GEAVJz1gd3SThbDZR01fcA==,game 3,2022-12-01,0.0,0.0,deactive,14,False,uk
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-03-01,0.0,0.0,deactive,18,False,ru
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-04-01,0.0,0.0,deactive,18,False,ru
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-05-01,64.65,0.0,new,18,False,ru
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-06-01,0.0,64.65,churn,18,False,ru
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-07-01,114.75,0.0,back,18,False,ru
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-08-01,76.23,114.75,active,18,False,ru
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-09-01,18.27,76.23,active,18,False,ru
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-10-01,139.68,18.27,active,18,False,ru
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-11-01,53.489999999999995,139.68,active,18,False,ru
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-12-01,0.0,53.489999999999995,churn,18,False,ru
GUNmu9bjwltT1/vYgzDEDQ==,game 3,2022-03-01,0.0,0.0,deactive,16,True,uk
GUNmu9bjwltT1/vYgzDEDQ==,game 3,2022-04-01,0.0,0.0,deactive,16,True,uk
GUNmu9bjwltT1/vYgzDEDQ==,game 3,2022-05-01,0.0,0.0,deactive,16,True,uk
GUNmu9bjwltT1/vYgzDEDQ==,game 3,2022-06-01,13.56,0.0,new,16,True,uk
GUNmu9bjwltT1/vYgzDEDQ==,game 3,2022-07-01,0.0,13.56,churn,16,True,uk
GUNmu9bjwltT1/vYgzDEDQ==,game 3,2022-08-01,0.0,0.0,deactive,16,True,uk
GUNmu9bjwltT1/vYgzDEDQ==,game 3,2022-09-01,0.0,0.0,deactive,16,True,uk
GUNmu9bjwltT1/vYgzDEDQ==,game 3,2022-10-01,0.0,0.0,deactive,16,True,uk
GUNmu9bjwltT1/vYgzDEDQ==,game 3,2022-11-01,0.0,0.0,deactive,16,True,uk
GUNmu9bjwltT1/vYgzDEDQ==,game 3,2022-12-01,0.0,0.0,deactive,16,True,uk
GeLWEsTiQ25xFxDGxLyEJg==,game 3,2022-03-01,0.0,0.0,deactive,26,False,uk
GeLWEsTiQ25xFxDGxLyEJg==,game 3,2022-04-01,0.0,0.0,deactive,26,False,uk
GeLWEsTiQ25xFxDGxLyEJg==,game 3,2022-05-01,0.0,0.0,deactive,26,False,uk
GeLWEsTiQ25xFxDGxLyEJg==,game 3,2022-06-01,0.0,0.0,deactive,26,False,uk
GeLWEsTiQ25xFxDGxLyEJg==,game 3,2022-07-01,0.0,0.0,deactive,26,False,uk
GeLWEsTiQ25xFxDGxLyEJg==,game 3,2022-08-01,0.0,0.0,deactive,26,False,uk
GeLWEsTiQ25xFxDGxLyEJg==,game 3,2022-09-01,0.0,0.0,deactive,26,False,uk
GeLWEsTiQ25xFxDGxLyEJg==,game 3,2022-10-01,0.0,0.0,deactive,26,False,uk
GeLWEsTiQ25xFxDGxLyEJg==,game 3,2022-11-01,0.0,0.0,deactive,26,False,uk
GeLWEsTiQ25xFxDGxLyEJg==,game 3,2022-12-01,16.5,0.0,new,26,False,uk
GetHmCsisRTAnwhuBEMa9Q==,game 3,2022-03-01,0.0,0.0,deactive,16,False,ru
GetHmCsisRTAnwhuBEMa9Q==,game 3,2022-04-01,0.0,0.0,deactive,16,False,ru
GetHmCsisRTAnwhuBEMa9Q==,game 3,2022-05-01,0.0,0.0,deactive,16,False,ru
GetHmCsisRTAnwhuBEMa9Q==,game 3,2022-06-01,0.0,0.0,deactive,16,False,ru
GetHmCsisRTAnwhuBEMa9Q==,game 3,2022-07-01,0.0,0.0,deactive,16,False,ru
GetHmCsisRTAnwhuBEMa9Q==,game 3,2022-08-01,0.0,0.0,deactive,16,False,ru
GetHmCsisRTAnwhuBEMa9Q==,game 3,2022-09-01,0.0,0.0,deactive,16,False,ru
GetHmCsisRTAnwhuBEMa9Q==,game 3,2022-10-01,0.0,0.0,deactive,16,False,ru
GetHmCsisRTAnwhuBEMa9Q==,game 3,2022-11-01,119.55,0.0,new,16,False,ru
GetHmCsisRTAnwhuBEMa9Q==,game 3,2022-12-01,160.38,119.55,active,16,False,ru
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-03-01,17.13,0.0,new,16,False,uk
